task_id,task_title,total_requirement_count,direct_requirement_count,test_requirement_count,gate_requirement_count,assurance_requirement_count,orphan_state,notes
seq_336,phase5 use Playwright or other appropriate tooling browser automation to configure network capacity feeds and partner credentials,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_337,phase5 merge Playwright or other appropriate tooling integrate network coordination with local booking and patient portal manage flows,25,25,1,24,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_338,phase5 Playwright or other appropriate tooling testing run org boundary capacity ingestion candidate ranking and sla suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_339,phase5 Playwright or other appropriate tooling testing run hub commit mesh dispatch no slot and reopen suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_340,phase5 Playwright or other appropriate tooling testing run patient choice cross org visibility and responsive regression suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_341,phase5 exit gate approve network horizon completion,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_342,phase6 freeze pharmacy case model eligibility and policy pack contracts,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_343,phase6 freeze directory discovery referral dispatch and outcome reconciliation contracts,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_344,phase6 freeze bounce back urgent return and practice visibility contracts,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_345,phase6 open parallel pharmacy tracks gate,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_346,phase6 track backend build pharmacy case state machine and lineage linkage,109,108,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_347,phase6 track backend build eligibility engine pathway rules and versioned policy pack compiler,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_348,phase6 track backend build pharmacy directory abstraction and provider choice pipeline,106,106,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_349,phase6 track backend build referral pack composer and content governance binding,9,9,0,0,8,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_350,phase6 track backend build dispatch adapter transport contract and retry expiry logic,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_351,phase6 track backend build patient instruction generation and referral status projections,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_352,phase6 track backend build pharmacy outcome ingest update record observation and reconciliation pipeline,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_353,phase6 track backend build bounce back urgent return and reopen mechanics,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_354,phase6 track backend build practice visibility operations queue and exception handling views api,7,7,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_355,phase6 track backend build pharmacy console support region and stock truth api,20,20,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_356,phase6 track backend build referral dispatch monitoring and dependency degradation profiles,1,1,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_357,phase6 track Playwright or other appropriate tooling frontend build pharmacy console queue spine and validation board,6,6,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_358,phase6 track Playwright or other appropriate tooling frontend build provider choice directory and patient instruction views,9,9,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_359,phase6 track Playwright or other appropriate tooling frontend build referral status tracking and patient visibility surfaces,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_360,phase6 track Playwright or other appropriate tooling frontend build inventory truth support regions and supply delta posture,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_361,phase6 track Playwright or other appropriate tooling frontend build bounce back urgent return and exception handling views,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_362,phase6 track Playwright or other appropriate tooling frontend build practice visibility and operations queue surfaces,7,7,6,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_363,phase6 track Playwright or other appropriate tooling frontend build pharmacy safety signals override paths and settlement visibility,10,10,6,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_364,phase6 track Playwright or other appropriate tooling frontend build narrow screen and recovery postures for pharmacy console,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_365,phase6 track Playwright or other appropriate tooling frontend build accessibility and micro interaction refinements for pharmacy flows,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_366,phase6 use Playwright or other appropriate tooling browser automation to configure pharmacy directory and dispatch provider credentials,1,1,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_367,phase6 use Playwright or other appropriate tooling browser automation to request update record and referral transport sandboxes,2,2,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_368,phase6 merge Playwright or other appropriate tooling integrate pharmacy loop with triage portal operations and notification workflows,130,130,2,130,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_369,phase6 Playwright or other appropriate tooling testing run eligibility directory dispatch and outcome reconciliation suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_370,phase6 Playwright or other appropriate tooling testing run bounce back urgent return practice visibility and exception suites,115,115,115,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_371,phase6 Playwright or other appropriate tooling testing run pharmacy console patient status and responsive accessibility suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_372,phase6 exit gate approve pharmacy loop completion,123,123,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_373,post phase6 open deferred nhs app and parallel assistive assurance tracks gate,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_374,phase7 track gate freeze nhs app journey inventory manifest and onboarding pack,88,88,0,88,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_375,phase7 track gate freeze embedded context sso bridge and navigation behavior contracts,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_376,phase7 track gate freeze webview file handling accessibility and release guardrails,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_377,phase7 track backend build nhs app integration manifest and jump off mapping service,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_378,phase7 track backend build embedded context resolver and trusted embedded session projection,23,23,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_379,phase7 track backend build nhs app sso bridge and identity assertion binding flow,7,7,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_380,phase7 track backend build deep link site link and return to journey resolution service,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_381,phase7 track backend build nhs app bridge api wrapper and capability matrix service,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_382,phase7 track backend build embedded file handling download artifact and outbound navigation controls,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_383,phase7 track backend build nhs app continuity evidence bundle and manifest promotion checks,4,4,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_384,phase7 track backend build webview limitation recovery copy and partial visibility placeholders,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_385,phase7 track backend build sandpit aos scal delivery pipeline and channel release freeze checks,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_386,phase7 track Playwright or other appropriate tooling frontend build embedded shell split and header suppression behaviors,84,84,84,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_387,phase7 track Playwright or other appropriate tooling frontend build context aware navigation back override and return postures,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_388,phase7 track Playwright or other appropriate tooling frontend build nhs app sign in bootstrap and loading experience,6,6,6,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_389,phase7 track Playwright or other appropriate tooling frontend build embedded journey entry resume and deep link surfaces,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_390,phase7 track Playwright or other appropriate tooling frontend build bridge wrappers for navigation calendar download and external browser handoffs,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_391,phase7 track Playwright or other appropriate tooling frontend build webview safe file upload download and error recovery surfaces,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_392,phase7 track Playwright or other appropriate tooling frontend build embedded accessibility design system and mobile spacing refinements,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_393,phase7 track Playwright or other appropriate tooling frontend build internal embedded preview mode for design and qa,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_394,phase7 use Playwright or other appropriate tooling browser automation to configure nhs app sandpit manifest entries,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_395,phase7 use Playwright or other appropriate tooling browser automation to register site links asset associations and test routes,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_396,phase7 use Playwright or other appropriate tooling browser automation to validate nhs app js api capabilities in supported environments,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_397,phase7 merge Playwright or other appropriate tooling integrate embedded channel with existing patient portal identity and record routes,21,21,8,13,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_398,phase7 Playwright or other appropriate tooling testing run manifest context resolver and sso bridge suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_399,phase7 Playwright or other appropriate tooling testing run deep link bridge api webview file handling and accessibility suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_400,phase7 Playwright or other appropriate tooling testing run sandpit aos scal and limited release regression suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_401,phase7 track exit document deferred channel readiness and rollout dependencies,43,43,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_402,phase7 exit gate approve nhs app channel completion,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_403,phase8 track gate freeze assistive capability boundaries policy envelope and human control rules,5,5,0,5,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_404,phase8 track gate freeze evaluation corpus shadow mode and feedback eligibility contracts,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_405,phase8 track gate freeze release candidate safety case and regulatory change control rules,16,16,0,16,3,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_406,phase8 track backend build evaluation corpus label store replay harness and shadow dataset,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_407,phase8 track backend build audio transcript and artifact normalization pipeline,1,1,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_408,phase8 track backend build summary note draft and structured documentation composer,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_409,phase8 track backend build risk extraction question suggestions and endpoint recommendation orchestrator,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_410,phase8 track backend build invocation eligibility capability composition and kill switch service,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_411,phase8 track backend build assistive surface binding and trust envelope projection,9,9,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_412,phase8 track backend build assistive work protection and suggestion draft insertion leases,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_413,phase8 track backend build override record feedback chain and final human artifact linkage,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_414,phase8 track backend build replayable inference logs prompt snapshot storage and trainability flags,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_415,phase8 track backend build drift fairness and degraded trust monitoring pipeline,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_416,phase8 track backend build assistive freeze disposition and policy freshness invalidations,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_417,phase8 track backend build dtac dcb safety rfc and change control evidence pipeline,5,5,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_418,phase8 track Playwright or other appropriate tooling frontend build assistive side panel and shadow mode presentation,28,28,28,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_419,phase8 track Playwright or other appropriate tooling frontend build diffable note draft and bounded insert controls,14,13,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_420,phase8 track Playwright or other appropriate tooling frontend build confidence rationale and provenance visibility components,118,118,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_421,phase8 track Playwright or other appropriate tooling frontend build override reason capture and edited by clinician trail,7,7,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_422,phase8 track Playwright or other appropriate tooling frontend build shadow degraded quarantined frozen and blocked postures,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_423,phase8 track Playwright or other appropriate tooling frontend build stale session freeze and regenerate in place recovery,28,28,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_424,phase8 track Playwright or other appropriate tooling frontend build same shell assistive stage integration with workspace,6,6,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_425,phase8 use Playwright or other appropriate tooling browser automation to provision model vendor projects and api keys,15,6,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_426,phase8 use Playwright or other appropriate tooling browser automation to configure model audit logs and safety settings,8,8,3,0,3,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_427,phase8 merge Playwright or other appropriate tooling integrate assistive layer with workspace queue and assurance streams,35,35,10,30,3,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_428,phase8 Playwright or other appropriate tooling testing run offline eval hallucination and red flag regression suites,5,5,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_429,phase8 Playwright or other appropriate tooling testing run invocation kill switch surface visibility and draft insertion suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_430,phase8 Playwright or other appropriate tooling testing run trust envelope feedback chain and visible rollout suites,102,93,100,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_431,phase8 exit gate approve assistive layer completion,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_432,phase9 track gate freeze assurance ledger evidence graph and slice trust contracts,40,40,0,20,34,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_433,phase9 track gate freeze operational projection kpi breach and dashboard contracts,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_434,phase9 track gate freeze retention resilience incident and tenant governance contracts,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_435,phase9 track backend build assurance ledger event ingest and evidence graph snapshot service,132,132,0,0,1,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_436,phase9 track backend build assurance graph completeness and orphan edge verdict engine,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_437,phase9 track backend build live operational projections queue health and breach risk engine,8,8,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_438,phase9 track backend build waitlist conversion pharmacy bounce back and notification delivery metrics,8,8,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_439,phase9 track backend build break glass queries investigation scope envelope and timeline reconstruction,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_440,phase9 track backend build assurance pack factory for dspt dtac dcb0160 and channel packs,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_441,phase9 track backend build capa tracker evidence gap queue and attestation workflow api,7,7,0,0,7,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_442,phase9 track backend build retention lifecycle binding legal hold and disposition eligibility engine,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_443,phase9 track backend build archive manifest deletion certificate and dependency block explainer,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_444,phase9 track backend build operational readiness snapshot runbook binding and recovery control posture,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_445,phase9 track backend build restore failover chaos action settlement and recovery evidence writeback,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_446,phase9 track backend build projection rebuild tools and slice quarantine controls,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_447,phase9 track backend build incident queue near miss capa and reportability workflows,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_448,phase9 track backend build tenant config immutability policy pack history and dependency hygiene scanners,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_449,phase9 track backend build cross phase conformance scorecard and bau signoff blockers api,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_450,phase9 track Playwright or other appropriate tooling frontend build operations console north star and service health views,31,31,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_451,phase9 track Playwright or other appropriate tooling frontend build bottleneck capacity cohort impact and intervention workbench views,7,7,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_452,phase9 track Playwright or other appropriate tooling frontend build investigation drawer and audit explorer with safe return semantics,5,5,0,0,5,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_453,phase9 track Playwright or other appropriate tooling frontend build resilience board readiness runbook and recovery proof views,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_454,phase9 track Playwright or other appropriate tooling frontend build assurance export framework selector heat map and pack preview,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_455,phase9 track Playwright or other appropriate tooling frontend build records lifecycle governance hold disposition and certificate views,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_456,phase9 track Playwright or other appropriate tooling frontend build incident queue severity board and post incident review panel,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_457,phase9 track Playwright or other appropriate tooling frontend build tenant baseline matrix config diff and watchlist views,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_458,phase9 track Playwright or other appropriate tooling frontend build governance role scope studio access preview and release freeze cards,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_459,phase9 track Playwright or other appropriate tooling frontend build compliance ledger panel and control evidence gap queue,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_460,phase9 track Playwright or other appropriate tooling frontend build cross phase conformance scorecard for service owners,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_461,phase9 use Playwright or other appropriate tooling browser automation to configure observability incident and alerting destinations,26,26,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_462,phase9 use Playwright or other appropriate tooling browser automation to configure backup targets and restore report channels,2,2,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_463,phase9 use Playwright or other appropriate tooling browser automation to configure security reporting and compliance export destinations,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_464,phase9 merge Playwright or other appropriate tooling integrate assurance governance and operations surfaces with live domain event streams,19,19,0,19,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_465,phase9 Playwright or other appropriate tooling testing run load soak breach detection and queue heatmap suites,7,7,7,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_466,phase9 Playwright or other appropriate tooling testing run audit break glass assurance pack and redaction suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_467,phase9 Playwright or other appropriate tooling testing run retention legal hold worm and replay dependency protection suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_468,phase9 Playwright or other appropriate tooling testing run restore failover chaos and slice quarantine suites,3,3,3,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_469,phase9 Playwright or other appropriate tooling testing run incident tenant governance and dependency hygiene suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_470,phase9 Playwright or other appropriate tooling testing run full cross phase end to end regression and penetration suites,161,161,161,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_471,phase9 exit gate approve assurance ledger completion,134,134,0,134,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_472,programme merge reconcile phase0 to phase6 and phase8 phase9 conformance scorecard,494,494,0,127,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_473,programme merge reconcile phase7 deferred channel into master conformance scorecard when ready,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_474,programme prepare data migration backfill and reference dataset cutover plan,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_475,programme prepare training runbooks and operating model for clinical ops support and governance,65,65,0,0,40,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_476,programme prepare release wave manifest and tenant cohort rollout plan,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_477,programme finalize security clinical safety privacy and regulatory signoffs,38,38,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_478,programme finalize external dependency operational readiness and manual fallback runbooks,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_479,programme Playwright or other appropriate tooling run production like dress rehearsal for all primary patient and staff flows,204,184,179,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_480,programme Playwright or other appropriate tooling testing run final user acceptance and visual regression suite,11,11,11,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_481,programme Playwright or other appropriate tooling testing run final disaster recovery and go live smoke suite,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_482,programme promote signed release candidate to production wave 1,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_483,programme monitor release watch tuple and wave observation policy for wave 1,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_484,programme promote remaining tenant and channel waves using guardrailed canaries,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_485,programme enable assistive visible modes only for approved cohorts,8,8,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_486,programme enable deferred nhs app channel for approved manifest versions,3,3,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_487,programme complete bau handover and support rotas,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_488,programme archive launch evidence pack and lessons learned,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_489,programme close master dependency watchlist and transition to continuous improvement,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
